Chr1:3631-5899	AT1G01010.1
Chr1:1705375-1706660	AT1TE05585
Chr1:1706661-1706725	AT1TE05590
Chr1:1707011-1709347	AT1G05690.1
Chr1:1709796-1713245	AT1G05700.1
Chr1:1714950-1717270	AT1G05710.2
Chr1:1717447-1718909	AT1G05720.1
Chr1:1718555-1720303	AT1G05730.1
Chr1:1720674-1721309	AT1G05740.1
Chr1:1721509-1724734	AT1G05750.1
Chr1:1723734-1724486	AT1G05760.1
Chr1:1725388-1726283	AT1G05770.1
Chr1:1726608-1728404	AT1G05780.1
Chr1:1730249-1732626	AT1G05785.1
Chr1:1733039-1737485	AT1G05790.1
Chr1:1738944-1739205	AT1TE05700
Chr1:1741204-1742619	AT1G05800.1
Chr1:1744773-1747693	AT1G05805.1
Chr1:1748314-1749460	AT1G05810.1
Chr1:1749682-1753767	AT1G05820.1
Chr1:1754244-1761817	AT1G05830.1
Chr1:1762224-1762814	AT1G05835.1
Chr1:1762734-1766281	AT1G05840.1
Chr1:1766503-1768695	AT1G05850.1
Chr1:1769014-1771115	AT1G05860.1
Chr1:1772211-1773293	AT1G05870.1
Chr1:1775643-1778553	AT1G05880.2
Chr1:1779256-1784427	AT1G05890.2
Chr1:1784803-1786292	AT1G05894.1
Chr1:1786856-1789676	AT1G05900.2
Chr1:1790224-1796647	AT1G05910.1
Chr1:1791742-1791914	AT1TE05870
Chr1:1796778-1798254	AT1G05920.1
Chr1:1798901-1799062	AT1G05925.1
Chr1:1799418-1800933	AT1G05930.1
Chr1:1801162-1803984	AT1G05940.1
Chr1:1804401-1807471	AT1G05950.1
Chr1:1807973-1815465	AT1G05960.2
Chr1:1816056-1817282	AT1G05970.2
Chr1:1817400-1817471	AT1G05980.1
Chr1:1818447-1819040	AT1G05990.1
Chr1:1820308-1821894	AT1G06000.1
Chr1:1820977-1821918	AT1G06002.1
Chr1:1822618-1823997	AT1G06010.1
Chr1:1824548-1826101	AT1G06020.1
Chr1:1826880-1828161	AT1G06030.1
Chr1:1828413-1829890	AT1G06040.1
Chr1:1830605-1832555	AT1G06050.1
Chr1:1832943-1834861	AT1G06060.1
Chr1:1834829-1837648	AT1G06070.1
Chr1:1840654-1841049	AT1TE06030
Chr1:1843568-1846302	AT1G06080.1
Chr1:1847883-1849693	AT1G06090.1
Chr1:1850786-1851269	AT1TE06060
Chr1:1851530-1853019	AT1G06100.1
Chr1:1853077-1855031	AT1G06110.1
Chr1:1855943-1857718	AT1G06120.1
Chr1:1857767-1860730	AT1G06130.1
Chr1:1862197-1862742	AT1G06135.1
Chr1:1863544-1863750	AT1G06137.1
Chr1:1864796-1866472	AT1G06140.1
Chr1:1867015-1873718	AT1G06150.1
Chr1:1868989-1873718	AT1G06149.1
Chr1:1874885-1877528	AT1G06148.2
Chr1:1876438-1876508	AT1TE06140
Chr1:1883004-1883934	AT1G06160.1
Chr1:1884991-1886897	AT1G06170.1
Chr1:1889408-1891158	AT1G06180.1
Chr1:1892273-1894148	AT1G06190.1
Chr1:1894336-1896935	AT1G06200.1
Chr1:1897203-1899208	AT1G06210.1
Chr1:1899519-1899767	AT1TE06220
Chr1:1899964-1904873	AT1G06220.2
Chr1:1905975-1906226	AT1G06225.1
Chr1:1907089-1910848	AT1G06230.1
Chr1:1911122-1913205	AT1G06240.1
Chr1:1913256-1914895	AT1G06250.1
Chr1:1914943-1917661	AT1G06265.1
Chr1:1915008-1916278	AT1G06265.2
Chr1:1916430-1917585	AT1G06260.1
Chr1:1918088-1919760	AT1G06270.1
Chr1:1920307-1920949	AT1G06280.1
Chr1:1922352-1926278	AT1G06290.1
Chr1:1926791-1930258	AT1G06310.1
Chr1:1930523-1931449	AT1G06320.1
Chr1:1931671-1932266	AT1G06330.1
Chr1:1933284-1934014	AT1G06340.1
Chr1:1935293-1936819	AT1G06350.1
Chr1:1937510-1938638	AT1TE06340
Chr1:1938639-1938678	AT1TE06345
Chr1:1938963-1940459	AT1G06360.1
Chr1:1942843-1944934	AT1G06370
Chr1:1945124-1946076	AT1G06380.1
Chr1:1946788-1950755	AT1G06390.1
Chr1:1950844-1952785	AT1G06400.1
Chr1:1954850-1958756	AT1G06410.1
Chr1:1958923-1959947	AT1G06420.1
Chr1:1960058-1963011	AT1G06430.1
Chr1:1963380-1965051	AT1G06440.1
Chr1:1965840-1967219	AT1G06450.1
Chr1:1967087-1969561	AT1G06460.1
Chr1:1969729-1973767	AT1G06470.1
Chr1:1973834-1974386	AT1G06475.1
Chr1:1974796-1974853	AT1TE06460
Chr1:1974854-1975397	AT1TE06465
Chr1:1975442-1976072	AT1TE06470
Chr1:1976073-1976109	AT1TE06475
Chr1:1976110-1977174	AT1TE06480
Chr1:1977175-1977358	AT1TE06485
Chr1:1978084-1978157	AT1G06480.1
Chr1:1978762-1989409	AT1G06490.1
Chr1:1989479-1990730	AT1G06500.1
Chr1:1990636-1992197	AT1G06515.1
Chr1:1992333-1993840	AT1G06510.1
Chr1:1993978-1996112	AT1G06520.1
Chr1:2001594-2002596	AT1G06530.1
Chr1:2002044-2002241	AT1TE06560
Chr1:2002877-2003393	AT1G06540.1
Chr1:2003627-2007190	AT1G06550.1
Chr1:2007615-2012006	AT1G06560.1
Chr1:2011885-2013545	AT1G06570.1
Chr1:2014003-2016054	AT1G06580.1
Chr1:2016308-2024662	AT1G06590.1
Chr1:2025356-2025428	AT1G06610.1
Chr1:2025601-2027271	AT1G06620.1
Chr1:2027739-2031388	AT1G06630.1
Chr1:2029752-2031696	AT1TE06650
Chr1:2030569-2030715	AT1TE06655
Chr1:2032338-2034018	AT1G06640.1
Chr1:2034156-2035626	AT1G06645.1
Chr1:2035839-2037366	AT1G06650.2
Chr1:2037311-2040246	AT1G06660.1
Chr1:2040433-2047612	AT1G06670.1
Chr1:2047825-2049418	AT1G06680.1
Chr1:2049602-2052154	AT1G06690.1
Chr1:2052483-2055280	AT1G06700.1
Chr1:2055313-2055429	AT1TE06730
Chr1:2056575-2060242	AT1G06710.1
Chr1:2060444-2067323	AT1G06720.1
Chr1:2067529-2070446	AT1G06730.1
Chr1:2070737-2073535	AT1G06740.1
Chr1:2070737-2073535	AT1TE06780
Chr1:2073701-2076505	AT1G06750.2
Chr1:2076504-2077698	AT1G06760.1
Chr1:2078911-2081927	AT1G06770.1
Chr1:2083311-2087131	AT1G06780.2
Chr1:2087232-2089447	AT1G06790.1
Chr1:2089417-2091686	AT1G06800.1
Chr1:2091738-2092528	AT1G06810.1
Chr1:2092946-2096232	AT1G06820.1
Chr1:2097151-2097655	AT1G06830.1
Chr1:2097747-2103479	AT1G06840.1
Chr1:2105048-2106749	AT1G06850.1
Chr1:2107398-2107468	AT1G06860.1
Chr1:2108593-2110986	AT1G06870.1
Chr1:2111148-2111218	AT1G06880.1
Chr1:2111563-2114601	AT1G06890.1
Chr1:2114927-2120745	AT1G06900.1
Chr1:2120991-2123748	AT1G06910.1
Chr1:2124854-2125801	AT1G06920.1
Chr1:2126749-2128060	AT1G06923.1
Chr1:2127704-2128611	AT1G06925.1
Chr1:2128843-2129883	AT1G06930.1
Chr1:2130142-2135665	AT1G06950.1
Chr1:2135852-2137702	AT1G06960.1
Chr1:2138109-2140818	AT1G06970.1
Chr1:2143031-2143821	AT1G06980.1
Chr1:2148387-2150152	AT1G06990.1
Chr1:2150194-2152325	AT1G07000.1
Chr1:2152880-2155238	AT1G07010.3
Chr1:2155213-2156008	AT1G07020.1
Chr1:2157095-2157660	AT1TE07050
Chr1:2157658-2158158	AT1G07025.1
Chr1:2158420-2160809	AT1G07030.1
Chr1:2160938-2163308	AT1G07040.1
Chr1:2164188-2165239	AT1G07050.1
Chr1:2165517-2165746	AT1G07051.1
Chr1:2167107-2168397	AT1G07060.1
Chr1:2168564-2169851	AT1G07070.1
Chr1:2169982-2172194	AT1G07080.1
Chr1:2173952-2174894	AT1G07090.1
Chr1:2177885-2177958	AT1G07100.1
Chr1:2178104-2184148	AT1G07110.1
Chr1:2184347-2186539	AT1G07119.1
Chr1:2184759-2186580	AT1G07120.1
Chr1:2187621-2188417	AT1G07128.1
Chr1:2187776-2188733	AT1G07130.1
Chr1:2188895-2189266	AT1TE07150
Chr1:2189928-2190659	AT1G07135.1
Chr1:2191159-2191271	AT1TE07155
Chr1:2191272-2191794	AT1TE07160
Chr1:2191723-2193793	AT1G07140.1
Chr1:2191795-2191972	AT1TE07165
Chr1:2194279-2195796	AT1G07150.1
Chr1:2197908-2199748	AT1G07160.1
Chr1:2199212-2199584	AT1TE07180
Chr1:2200134-2201146	AT1G07170.1
Chr1:2202330-2202774	AT1G07175.1
Chr1:2204320-2206934	AT1G07180.1
Chr1:2208013-2208177	AT1G07190.1
Chr1:2208719-2212546	AT1G07200.2
Chr1:2215223-2216982	AT1G07210.1
Chr1:2216925-2219474	AT1G07220.1
Chr1:2220253-2222982	AT1G07230.1
Chr1:2223691-2225452	AT1G07240.1
Chr1:2225900-2227566	AT1G07250.1
Chr1:2227594-2229319	AT1G07260.1
Chr1:2229757-2232897	AT1G07270.1
Chr1:2234188-2234361	AT1TE07290
Chr1:2234362-2234388	AT1TE07295
Chr1:2234389-2235176	AT1TE07300
Chr1:2235177-2235231	AT1TE07305
Chr1:2238087-2241217	AT1G07280.1
Chr1:2242256-2244428	AT1G07290.1
Chr1:2245758-2246492	AT1G07300.1
Chr1:2247509-2248961	AT1G07310.1
Chr1:2249133-2250529	AT1G07320.1
Chr1:2251131-2253585	AT1G07330.1
Chr1:2253787-2254643	AT1TE07360
Chr1:2254644-2254722	AT1TE07365
Chr1:2254822-2256850	AT1G07340.1
Chr1:2257425-2260101	AT1G07350.1
Chr1:2260389-2262865	AT1G07360.1
Chr1:2263140-2264551	AT1G07370.1
Chr1:2264829-2268306	AT1G07380.1
Chr1:2269893-2274820	AT1G07390.3
Chr1:2274943-2275758	AT1G07400.1
Chr1:2276053-2277154	AT1G07410.1
Chr1:2277807-2280297	AT1G07420.1
Chr1:2280835-2282828	AT1G07430.1
Chr1:2285666-2286032	AT1TE07460
Chr1:2286297-2287730	AT1G07440.1
Chr1:2287926-2289336	AT1G07450.1
Chr1:2290201-2290977	AT1G07460.1
Chr1:2291457-2294588	AT1G07470.1
Chr1:2294566-2295489	AT1G07473.1
Chr1:2295751-2296497	AT1G07476.1
Chr1:2296023-2299470	AT1G07480.1
Chr1:2301375-2302121	AT1G07485.1
Chr1:2301380-2302021	AT1G07490.1
Chr1:2304766-2305031	AT1G07500.1
Chr1:2305378-2309544	AT1G07510.1
Chr1:2309564-2311805	AT1G07520.1
Chr1:2313582-2316469	AT1G07530.1
Chr1:2318433-2321048	AT1G07540.1
Chr1:2322653-2326561	AT1G07550.1
Chr1:2327320-2331096	AT1G07560.1
Chr1:2331334-2333738	AT1G07570.3
Chr1:2334822-2334894	AT1G07580.1
Chr1:2335043-2335717	AT1TE07620
Chr1:2335262-2335495	AT1TE07625
Chr1:2336523-2339391	AT1G07590.1
Chr1:2338904-2339321	AT1G07600.1
Chr1:2341542-2342123	AT1G07610.1
Chr1:2342198-2344271	AT1G07615.1
Chr1:2344390-2346842	AT1G07620.1
Chr1:2349097-2351692	AT1G07630.1
Chr1:2354354-2356227	AT1G07640.3
Chr1:2359673-2366447	AT1G07650.2
Chr1:2367437-2368385	AT1G07645.1
Chr1:2368837-2369734	AT1G07660.1
Chr1:2370052-2374545	AT1G07670.1
Chr1:2374980-2375519	AT1TE07750
Chr1:2376012-2377186	AT1G07680.1
Chr1:2378076-2379000	AT1G07690.1
Chr1:2379647-2381362	AT1G07700.3
Chr1:2381615-2386092	AT1G07705.2
Chr1:2382251-2382331	AT1G07702.1
Chr1:2383162-2383320	AT1TE07780
Chr1:2386275-2387986	AT1G07710.1
Chr1:2390655-2392453	AT1G07720.1
Chr1:2394801-2397272	AT1G07725.1
Chr1:2395451-2397341	AT1G07728.2
Chr1:2395461-2397345	AT1G07728.1
Chr1:2397442-2400508	AT1G07740.1
Chr1:2397527-2398696	AT1G07730.2
Chr1:2400609-2402873	AT1G07745.1
Chr1:2403558-2403845	AT1G07747.1
Chr1:2404037-2405943	AT1G07750.1
Chr1:2406834-2406905	AT1G07760.1
Chr1:2408203-2409577	AT1G07770.1
Chr1:2410120-2412675	AT1G07780.3
Chr1:2412980-2413708	AT1G07790.1
Chr1:2414286-2414967	AT1G07795.1
Chr1:2415020-2416036	AT1TE07880
Chr1:2415041-2415970	AT1G07800.1
Chr1:2416265-2420757	AT1G07810.1
Chr1:2421218-2421943	AT1G07820.1
Chr1:2422241-2423655	AT1G07830.1
Chr1:2424064-2426676	AT1G07840.2
Chr1:2426745-2428719	AT1G07850.1
Chr1:2428773-2432057	AT1G07870.2
Chr1:2428911-2429431	AT1G07860.1
Chr1:2434059-2435745	AT1G07880.2
Chr1:2436467-2436959	AT1G07885.1
Chr1:2437725-2439665	AT1G07890.3
Chr1:2442622-2443632	AT1G07900.1
Chr1:2443971-2444123	AT1G07901.1
Chr1:2444684-2444851	AT1TE07970
Chr1:2445470-2454645	AT1G07910.1
Chr1:2454846-2457321	AT1G07920.1
Chr1:2458244-2460790	AT1G07930.1
Chr1:2461274-2462129	AT1TE08020
Chr1:2462953-2465504	AT1G07940.1
Chr1:2465770-2467022	AT1G07950.1
Chr1:2467189-2469139	AT1G07960.2
Chr1:2469286-2472628	AT1G07970.1
Chr1:2472646-2473098	AT1TE08050
Chr1:2473099-2473306	AT1TE08055
Chr1:2473165-2474927	AT1G07980.1
Chr1:2473307-2473421	AT1TE08060
Chr1:2475405-2476155	AT1G07985.1
Chr1:2477157-2483138	AT1G07990.1
Chr1:2483240-2485109	AT1G08000.1
Chr1:2485344-2485511	AT1G08005.1
Chr1:2485906-2488027	AT1G08010.1
Chr1:2489501-2493250	AT1G08030.1
Chr1:2494123-2494315	AT1G08032.1
Chr1:2494402-2495149	AT1G08035.1
Chr1:2495342-2498764	AT1G08040.1
Chr1:2498836-2501427	AT1G08050.1
Chr1:2501742-2511084	AT1G08060.1
Chr1:2511647-2513454	AT1G08065.1
Chr1:2513507-2514452	AT1TE08190
Chr1:2514192-2516605	AT1G08070.1
Chr1:2516991-2518546	AT1G08080.1
Chr1:2522239-2522640	AT1TE08220
Chr1:2524076-2526164	AT1G08090.1
Chr1:2526624-2526756	AT1TE08230
Chr1:2527170-2529120	AT1G08100.1
Chr1:2531451-2534781	AT1TE08240
Chr1:2531695-2534786	AT1G08105.1
Chr1:2533899-2533947	AT1TE08245
Chr1:2535370-2537931	AT1G08110.4
Chr1:2538076-2538237	AT1G08115.1
Chr1:2538615-2539661	AT1G08120.1
Chr1:2539614-2542334	AT1G08125.2
Chr1:2542702-2547946	AT1G08130.1
Chr1:2548819-2551473	AT1G08135.1
Chr1:2552036-2555161	AT1G08140.1
Chr1:2556343-2559074	AT1G08150.1
Chr1:2559487-2560403	AT1G08160.1
Chr1:2561627-2562148	AT1G08165.1
Chr1:2562941-2563672	AT1G08170.1
Chr1:2564572-2565121	AT1G08180.1
Chr1:2567475-2573393	AT1G08190.1
Chr1:2573848-2576714	AT1G08200.1
Chr1:2577020-2580669	AT1G08210.1
Chr1:2581022-2583323	AT1G08220.1
Chr1:2583654-2586744	AT1G08230.2
Chr1:2586790-2586819	AT1TE08410
Chr1:2586820-2587142	AT1TE08415
Chr1:2587143-2588427	AT1TE08420
Chr1:2588428-2588452	AT1TE08425
Chr1:2588453-2588505	AT1TE08430
Chr1:2588525-2588596	AT1G08240.1
Chr1:2588857-2590301	AT1G08250.1
Chr1:2590944-2606892	AT1G08260.1
Chr1:2606269-2607507	AT1G08270.2
Chr1:2608408-2609853	AT1G08280.1
Chr1:2609996-2613242	AT1G08290.1
Chr1:2611952-2612481	AT1TE08510
Chr1:2614774-2618823	AT1G08300.1
Chr1:2618647-2620452	AT1G08310.2
Chr1:2620335-2621545	AT1G08315.1
Chr1:2621904-2627848	AT1G08320.1
Chr1:2631068-2632871	AT1G08340.1
Chr1:2632338-2632532	AT1TE08580
Chr1:2632810-2635852	AT1G08350.2
Chr1:2636011-2637915	AT1G08360.1
Chr1:2638181-2640554	AT1G08370.1
Chr1:2640813-2641828	AT1G08380.1
Chr1:2642214-2643285	AT1G08390.1
Chr1:2643330-2646035	AT1G08400.1
Chr1:2646189-2649379	AT1G08410.1
Chr1:2649773-2657061	AT1G08420.1
Chr1:2657418-2657920	AT1TE08660
Chr1:2658716-2661029	AT1G08430.1
Chr1:2662995-2663093	AT1TE08670
Chr1:2663027-2665343	AT1G08440.1
Chr1:2667825-2671832	AT1G08450.1
Chr1:2672451-2674628	AT1G08460.1
Chr1:2675813-2679781	AT1G08465.1
Chr1:2675839-2675952	AT1TE08710
Chr1:2682127-2684100	AT1G08470.1
Chr1:2684234-2685621	AT1G08480.1
Chr1:2685659-2688595	AT1G08490.1
Chr1:2689016-2690045	AT1G08500.1
Chr1:2691080-2694377	AT1G08510.1
Chr1:2696412-2700959	AT1G08520.1
Chr1:2701226-2703091	AT1G08530.1
Chr1:2703336-2706845	AT1G08540.1
Chr1:2706924-2709531	AT1G08550.1
Chr1:2709632-2710912	AT1G08560.1
Chr1:2711389-2712022	AT1TE08830
Chr1:2712892-2714734	AT1G08570.1
Chr1:2715079-2716404	AT1G08580.1
Chr1:2718778-2722221	AT1G08590.1
Chr1:2718875-2721676	AT1G08592.1
Chr1:2723824-2733613	AT1G08600.3
Chr1:2733657-2735819	AT1G08610.1
Chr1:2737031-2743724	AT1G08620.1
Chr1:2743761-2746939	AT1G08630.1
Chr1:2748398-2751278	AT1G08640.1
Chr1:2752156-2753703	AT1G08650.1
Chr1:2757041-2759794	AT1G08660.1
Chr1:2760346-2761573	AT1G08670.1
Chr1:2762584-2768598	AT1G08680.4
Chr1:2769056-2769483	AT1G08695.1
Chr1:2769815-2771477	AT1G08700.1
Chr1:2771633-2773047	AT1G08710.2
Chr1:2774030-2779297	AT1G08720.1
Chr1:2779963-2788447	AT1G08730.1
Chr1:2788430-2800701	AT1TE09080
Chr1:2790290-2793641	AT1G08735.1
Chr1:2795643-2800081	AT1G08740.1
Chr1:2801067-2804537	AT1G08750.1
Chr1:2805371-2808621	AT1G08760.1
Chr1:2808883-2809747	AT1G08770.1
Chr1:2809778-2811191	AT1G08780.1
Chr1:2811989-2812646	AT1G08790.1
Chr1:2813061-2817639	AT1G08800.1
Chr1:2819065-2820395	AT1G08810.1
Chr1:2821552-2825275	AT1G08820.1
Chr1:2827061-2829315	AT1G08830.1
Chr1:2829105-2838469	AT1G08840.2
Chr1:2838789-2840955	AT1G08845.2
Chr1:2842153-2846138	AT1G08860.1
Chr1:2846536-2846608	AT1G08870.1
Chr1:2846949-2847800	AT1G08880.1
Chr1:2848348-2852270	AT1G08890.1
Chr1:2852454-2855779	AT1G08900.1
Chr1:2856227-2861170	AT1G08910.1
Chr1:2865910-2866495	AT1TE09290
Chr1:2866496-2866523	AT1TE09295
Chr1:2867259-2870656	AT1G08920.2
Chr1:2873465-2877223	AT1G08930.1
Chr1:2877692-2879169	AT1G08940.1
Chr1:2879303-2879374	AT1G08950.1
Chr1:2879642-2882231	AT1G08960.1
Chr1:2882543-2884337	AT1G08970.4
Chr1:2884411-2886620	AT1G08980.1
Chr1:2886425-2886533	AT1TE09360
Chr1:2886534-2887304	AT1TE09365
Chr1:2887285-2887706	AT1G08985.1
Chr1:2887305-2887328	AT1TE09370
Chr1:2887329-2887590	AT1TE09375
Chr1:2887591-2888195	AT1TE09380
Chr1:2888753-2890959	AT1G08990.1
Chr1:2891037-2895182	AT1G09000.1
Chr1:2895166-2899384	AT1G09010.1
Chr1:2899914-2904815	AT1G09020.1
Chr1:2907124-2907279	AT1G09026.1
Chr1:2908611-2909030	AT1G09030.1
Chr1:2911317-2915369	AT1G09040.1
Chr1:2916187-2916730	AT1TE09470
Chr1:2918031-2920889	AT1G09050.1
Chr1:2921064-2925756	AT1G09060.3
Chr1:2927703-2928968	AT1G09070.1
Chr1:2929217-2931841	AT1G09080.1
Chr1:2932739-2936586	AT1G09090.2
Chr1:2936528-2939326	AT1G09100.1
Chr1:2939417-2939488	AT1G09110.1
Chr1:2939577-2942288	AT1G09130.3
Chr1:2942564-2945961	AT1G09140.1
Chr1:2946229-2949159	AT1G09150.1
Chr1:2949676-2950989	AT1G09155.1
Chr1:2951665-2952396	AT1G09157.1
Chr1:2952771-2955689	AT1G09160.2
Chr1:2956589-2962207	AT1G09170.1
Chr1:2964152-2964604	AT1G09176.1
Chr1:2965023-2965972	AT1G09180.1
Chr1:2966120-2967718	AT1G09190.1
Chr1:2967940-2971498	AT1G09195.2
Chr1:2971593-2972199	AT1G09200.1
Chr1:2972842-2976750	AT1G09210.1
Chr1:2977792-2979466	AT1G09220.1
Chr1:2979520-2982624	AT1G09230.1
Chr1:2984317-2984815	AT1TE09690
Chr1:2984881-2986130	AT1G09240.1
Chr1:2986279-2986347	AT1TE09695
Chr1:2986348-2986950	AT1TE09700
Chr1:2986939-2987393	AT1G09245.1
Chr1:2986951-2987018	AT1TE09705
Chr1:2989378-2990357	AT1G09250.1
Chr1:2993404-2993820	AT1G09260.1
Chr1:2994369-2998222	AT1G09270.1
Chr1:2998100-3001315	AT1G09280.1
Chr1:3001517-3003762	AT1G09290.1
Chr1:3003919-3008213	AT1G09300.1
Chr1:3009055-3009880	AT1G09310.1
Chr1:3009941-3012363	AT1G09320.1
Chr1:3012762-3015091	AT1G09330.1
Chr1:3015328-3018234	AT1G09340.1
Chr1:3019819-3021441	AT1G09350.1
Chr1:3021802-3022368	AT1G09360.1
Chr1:3023386-3024890	AT1TE09820
Chr1:3024896-3025435	AT1G09370.1
Chr1:3026135-3029549	AT1G09380.1
Chr1:3031203-3033582	AT1G09390.1
Chr1:3033512-3035036	AT1G09400.1
Chr1:3035443-3037560	AT1G09410.1
Chr1:3037754-3038408	AT1G09415.1
Chr1:3038469-3041873	AT1G09420.2
Chr1:3038631-3039326	AT1G09421.1
Chr1:3041996-3045402	AT1G09430.1
Chr1:3045513-3047893	AT1G09440.1
Chr1:3049024-3053112	AT1G09450.1
Chr1:3053901-3055360	AT1G09460.1
Chr1:3055231-3056974	AT1G09470.1
Chr1:3057975-3060661	AT1G09480.1
Chr1:3060992-3061729	AT1G09483.1
Chr1:3062430-3063731	AT1G09486
Chr1:3064124-3065937	AT1G09490.1
Chr1:3066753-3068598	AT1G09500.1
Chr1:3068469-3069234	AT1TE09960
Chr1:3069385-3070910	AT1G09510.1
Chr1:3070946-3072050	AT1G09520.1
Chr1:3073227-3075036	AT1TE09970
Chr1:3073312-3073623	AT1TE09975
Chr1:3075051-3075419	AT1TE09980
Chr1:3076582-3079539	AT1G09530.1
Chr1:3086159-3087912	AT1G09540.1
Chr1:3089733-3092327	AT1G09550.1
Chr1:3090084-3090272	AT1TE10030
Chr1:3093839-3094864	AT1G09560.1
Chr1:3095256-3100357	AT1G09570.1
Chr1:3101671-3102925	AT1G09575.1
Chr1:3104588-3106290	AT1G09580.1
Chr1:3106502-3107772	AT1G09590.1
Chr1:3108617-3111318	AT1G09600.1
Chr1:3109319-3109710	AT1TE10090
Chr1:3111694-3112873	AT1G09610.1
Chr1:3112778-3116699	AT1G09620.1
Chr1:3117137-3117567	AT1G09625.1
Chr1:3118203-3119708	AT1G09630.1
Chr1:3119878-3122526	AT1G09640.1
Chr1:3122956-3124578	AT1G09645.1
Chr1:3124790-3125010	AT1TE10140
Chr1:3125807-3127284	AT1G09650.1
Chr1:3127771-3131094	AT1G09660.1
Chr1:3133095-3133674	AT1G09665.1
Chr1:3134107-3135930	AT1G09680.1
Chr1:3136188-3137475	AT1G09690.1
Chr1:3137767-3140353	AT1G09700.1
Chr1:3140347-3140718	AT1TE10190
Chr1:3140868-3144262	AT1G09710.2
Chr1:3144438-3147303	AT1G09720.1
Chr1:3147667-3154380	AT1G09730.1
Chr1:3154532-3156275	AT1G09740.1
Chr1:3157501-3159148	AT1G09750.1
Chr1:3159125-3161692	AT1G09760.1
Chr1:3161841-3165360	AT1G09770.1
Chr1:3165370-3167869	AT1G09780.1
Chr1:3168482-3170819	AT1G09790.1
Chr1:3172108-3173463	AT1G09794.1
Chr1:3173534-3176910	AT1G09795.1
Chr1:3176883-3180421	AT1G09800.1
Chr1:3180936-3184224	AT1G09810.1
Chr1:3187817-3188580	AT1G09812.1
Chr1:3189369-3190242	AT1G09815.1
Chr1:3190288-3192414	AT1G09820.1
Chr1:3192681-3195025	AT1G09830.1
Chr1:3195824-3200279	AT1G09840.1
Chr1:3201799-3204150	AT1G09850.1
Chr1:3204016-3205309	AT1G09860.1
Chr1:3205741-3208598	AT1G09870.1
Chr1:3208828-3211653	AT1G09880.1
Chr1:3214237-3217538	AT1G09890.1
Chr1:3218133-3219929	AT1G09900.1
Chr1:3220035-3224541	AT1G09910.1
Chr1:3224486-3224558	AT1TE10470
Chr1:3224684-3227070	AT1G09920.1
Chr1:3227490-3230043	AT1G09930.1
Chr1:3230450-3233109	AT1G09932.1
Chr1:3234060-3235530	AT1G09935.1
Chr1:3236995-3239554	AT1G09940.1
Chr1:3240606-3241632	AT1G09950.1
Chr1:3244213-3247200	AT1G09960.1
Chr1:3247448-3247570	AT1TE10550
Chr1:3250197-3250578	AT1TE10555
Chr1:3250579-3251485	AT1TE10560
Chr1:3251486-3252211	AT1TE10565
Chr1:3252265-3252343	AT1TE10570
Chr1:3252317-3255654	AT1G09970.2
Chr1:3256245-3261614	AT1G09980.1
Chr1:3262077-3262304	AT1TE10600
Chr1:3262265-3263612	AT1G09995.1
Chr1:3262496-3262581	AT1TE10605
Chr1:3263540-3263797	AT1TE10610
Chr1:3263877-3264788	AT1G10000.1
Chr1:3264447-3264824	AT1TE10615
Chr1:3265976-3268726	AT1G10010.1
Chr1:3269604-3271987	AT1G10020.1
Chr1:3273825-3275837	AT1G10030.1
Chr1:3275891-3278697	AT1G10040.1
Chr1:3279270-3283482	AT1G10050.1
Chr1:3284239-3287107	AT1G10060.2
Chr1:3288087-3290471	AT1G10070.1
Chr1:3290311-3296198	AT1G10090.1
Chr1:3297324-3300443	AT1G10095.1
Chr1:3300697-3301489	AT1G10100.1
Chr1:3302742-3304092	AT1G10110.1
Chr1:3304039-3306824	AT1G10120.1
Chr1:3310930-3322213	AT1G10130.1
Chr1:3322802-3323548	AT1G10140.1
Chr1:3325824-3327614	AT1G10150.1
Chr1:3327637-3328448	AT1G10155.1
Chr1:3328971-3333470	AT1G10160.1
Chr1:3330818-3332913	AT1TE10830
Chr1:3333595-3337491	AT1G10170.1
Chr1:3338303-3341608	AT1G10180.1
Chr1:3342380-3342432	AT1TE10860
Chr1:3342433-3343130	AT1TE10865
Chr1:3343131-3343466	AT1TE10870
Chr1:3343469-3343773	AT1TE10875
Chr1:3343686-3345632	AT1G10190.1
Chr1:3346390-3347885	AT1G10200.1
Chr1:3349219-3351180	AT1G10210.1
Chr1:3352159-3354690	AT1G10220.1
Chr1:3355571-3356359	AT1G10230.1
Chr1:3356680-3359838	AT1G10240.1
Chr1:3360087-3360508	AT1G10250.1
Chr1:3360526-3361247	AT1G10260.1
Chr1:3360540-3360625	AT1TE10930
Chr1:3360626-3361316	AT1TE10935
Chr1:3363504-3366488	AT1G10270.1
Chr1:3366493-3369095	AT1G10280.1
Chr1:3370558-3377463	AT1G10290.1
Chr1:3378142-3380226	AT1G10300.1
Chr1:3380426-3380594	AT1TE10990
Chr1:3380595-3381483	AT1TE10995
Chr1:3381484-3381621	AT1TE11000
Chr1:3381601-3383914	AT1G10310.1
Chr1:3384164-3388373	AT1G10320.1
Chr1:3388028-3388400	AT1TE11020
Chr1:3388747-3390150	AT1G10330.1
Chr1:3390322-3392571	AT1G10340.1
Chr1:3393407-3395055	AT1G10350.1
Chr1:3395558-3396849	AT1G10360.1
Chr1:3397081-3398358	AT1G10370.1
